"","BaFminus_01","BaFminus_02","BaFminus_03","BaFminus_04","BaFminus_05","symbol","cluster"
"1",4.24468435665789,5.44875955137595,3.31616460302019,4.19993757890938,3.91367550039137,"Rb1cc1","co_binding_RNA"
"2",2.81644346022707,3.44805065080756,2.1216214878814,2.80210884636141,1.97888672659315,"Pcmtd1","co_binding_RNA"
"3",11.5054777298851,10.8943153266332,6.76324838187702,10.0307550904977,9.74096433080808,"Rrs1","co_binding_RNA"
"4",0.175273518938765,0.312557974463005,0.0909057852441729,0.136182389982787,0.13173468229648,"Mybl1","co_binding_RNA"
"5",0.215421071258213,0.168176895185432,0.259939434111852,0.0605741215238026,0.169026273443944,"1700034P13Rik","co_binding_RNA"
"6",8.02736944507014,8.94846284818012,5.75833027723626,7.9355797985198,7.79593721939646,"Arfgef1","co_binding_RNA"
"7",7.33882530193677,6.12057232368089,3.82009300501059,5.16583279921173,4.11680820419369,"Ncoa2","co_binding_RNA"
"8",1536.60790183686,2340.37281800212,1233.90115054961,1264.15542719685,1161.94095293774,"Rpl7","co_binding_RNA"
"9",1.89045878207028,2.36137708600308,1.20084198032288,1.84107145172374,1.74379902173598,"Kcnq5","co_binding_RNA"
"10",8.7715697765454,8.79280677956639,6.51871787990579,8.68352183537694,8.20264541994472,"Phf3","co_binding_RNA"
"11",1.62573109182875,1.43609790293195,1.37946061522376,1.27122033864871,1.07639729824278,"Ptp4a1","co_binding_RNA"
"12",26.1674409571559,26.723211432887,21.7428529903978,27.6241426556599,27.4645072332934,"Imp4","co_binding_RNA"
"13",8.4561107453802,8.24234104104821,5.75197250887814,8.57769628628335,9.31607008509402,"Hs6st1","co_binding_RNA"
"14",1.46255129626388,2.43178668299195,1.90560675504739,2.1054888179403,3.10208685843204,"Arid5a","co_binding_RNA"
"15",6.15724694911677,5.1078789746575,4.51469481091882,5.7385466745122,5.2675152050507,"Cnnm3","co_binding_RNA"
"16",17.6013840758755,10.8813558554376,5.13365739545642,14.2944826559597,9.04720936266678,"Sema4c","co_binding_RNA"
"17",26.554003451532,27.5812490213105,18.0377164755173,26.2135797879841,27.2913268663977,"Unc50","co_binding_RNA"
"18",0.142564376726365,0.211467080696951,0.0716776512667233,0.150328467701929,0.055930288488428,"Tsga10","co_binding_RNA"
"19",14.1964416022077,15.4807640872053,24.5924808023001,14.7347541141534,14.3994776545758,"Eif5b","co_binding_RNA"
"20",2.9989697783675,2.99479565825373,0.531527960648707,2.76037209815883,2.25151562551844,"Rev1","co_binding_RNA"
"21",186.408045977011,275.188442211055,257.220873786408,155.571266968326,134.059343434343,"Rpl31","co_binding_RNA"
"22",8.21692686935086,7.80401597139353,5.38487925904061,7.2502295906037,6.03819626005328,"Rnf149","co_binding_RNA"
"23",5.50067308687998,5.41445968581647,3.10213125747106,4.87546369899311,4.58640458640459,"Nck2","co_binding_RNA"
"24",9.43745433360049,9.99114868658611,5.24723160954072,8.16025524872939,8.21714767388248,"Bivm","co_binding_RNA"
"25",8.88282985527405,9.19516777154102,4.94060254603124,7.39743760980571,7.27860952249893,"Gls","co_binding_RNA"
"26",6.34352635003253,5.4320343857653,3.35836844354888,5.30037849682689,4.30801727971539,"Nab1","co_binding_RNA"
"27",11.2808416638586,11.8180478941941,9.23964032341376,11.422760033605,12.0916000394828,"Ankrd44","co_binding_RNA"
"28",48.7173631727183,54.480121492619,29.8951552493729,46.3232644672496,41.0093504908559,"Sf3b1","co_binding_RNA"
"29",3.07751490671283,3.30562216738627,1.7367044073076,2.11492116043896,2.68116828993921,"Coq10b","co_binding_RNA"
"30",65.6434218568246,106.126688330159,76.4792086462722,60.7716367982739,70.5814578027271,"Hspd1","co_binding_RNA"
"31",0,0,0,0,0,"Hsfy2","co_binding_RNA"
"32",35.3307285644153,46.7746427158738,20.5620992532531,31.3212254409489,29.9500475991828,"Bzw1","co_binding_RNA"
"33",3.60958686833917,3.86548125241593,2.83147767028298,3.70918501553022,3.51726305924779,"Cflar","co_binding_RNA"
"34",20.6999852994346,24.8390240174255,9.95595886511018,23.4768586367781,21.211073751689,"Casp8","co_binding_RNA"
"35",6.28041611477386,5.8340906084154,3.42201233879878,7.03046731125636,6.51748385887359,"Stradb","co_binding_RNA"
"36",40.0359491036375,61.9972289430693,32.2559164702279,29.8307357130887,32.4645633287609,"Sumo1","co_binding_RNA"
